"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCK31","OUT019",117.206780060919
"FDA35","OUT018",1715.34972326272
"FDV37","OUT018",2859.974774652
"NCO07","OUT027",5709.8666429238
"FDA20","OUT045",2956.88535229356
"FDZ59","OUT035",2905.49195489677
"NCY17","OUT017",745.079400898466
"FDQ28","OUT035",2562.7945114514
"FDV35","OUT017",2610.49798197104
"FDQ36","OUT013",567.503302721385
"FDD34","OUT018",2258.09494388527
"FDK51","OUT045",4029.57805666711
"FDV31","OUT035",3013.39777967569
"FDR04","OUT035",1577.2860627063
"FDR14","OUT049",894.508950672255
"DRC36","OUT010",455.293860813697
"FDE39","OUT019",237.423904802264
"FDP57","OUT049",1717.29142169392
"FDE57","OUT046",2299.04036888904
"NCN18","OUT046",1790.05859831556
"NCQ05","OUT018",2089.66606128406
"FDW47","OUT035",2051.48904107156
"FDV46","OUT035",2315.97011217912
"NCP29","OUT045",979.272644618752
"FDE09","OUT018",1533.0192291058
"NCU06","OUT027",6100.56974828848
"FDT19","OUT010",503.712341115432
"DRF15","OUT017",2457.45341437361
"DRI51","OUT013",2644.64751330116
"NCX54","OUT013",1647.40782124689
"DRE01","OUT013",3924.65982878292
"NCB07","OUT045",3017.57732465022
"FDU50","OUT035",1913.48073674756
"FDG40","OUT035",555.942827307877
"FDW10","OUT018",2416.99923589802
"FDX51","OUT013",3174.95418315782
"NCP17","OUT045",972.657707302848
"FDP21","OUT035",3239.79587542024
"FDL04","OUT045",1578.9297414287
"FDV23","OUT013",1999.27355235884
"FDF24","OUT046",1313.1357124419
"FDH56","OUT027",3061.12854237961
"FDB51","OUT049",989.716874264706
"FDI58","OUT027",2544.84067512362
"FDR20","OUT013",753.312172181342
"FDC51","OUT018",1667.51869998694
"FDB16","OUT027",2248.33275322556
"FDE40","OUT049",983.525735349927
"NCM17","OUT035",739.906749388086
"FDU56","OUT035",3160.3839203559
"FDS32","OUT019",374.124785784761
"FDX02","OUT049",3651.41589251087
"FDT39","OUT027",4108.82173607603
"FDE35","OUT017",967.257293761056
"NCI42","OUT019",477.589985932146
"DRL23","OUT046",1686.26534958031
"FDA10","OUT046",1965.04502537036
"FDA11","OUT013",1518.3425784921
"NCM06","OUT046",2494.54750086565
"NCT05","OUT035",4440.91245819768
"NCQ02","OUT010",415.88185353468
"NCY06","OUT049",2128.80378072834
"FDY56","OUT035",3904.00114040903
"FDL02","OUT035",1806.86708875892
"NCI06","OUT035",3008.2085723914
"FDQ14","OUT045",2274.80403593685
"FDQ12","OUT017",3815.97089996096
"FDP36","OUT046",788.199904839491
"FDK21","OUT027",6711.46552123444
"FDO40","OUT045",2223.46884079868
"NCK54","OUT019",261.056565299341
"FDY09","OUT018",2438.33783513044
"NCW30","OUT049",4358.73662127143
"NCC55","OUT027",953.168301645782
"FDE58","OUT018",1604.01131928164
"FDR39","OUT013",2956.49784634979
"FDU28","OUT049",3072.63195945341
"FDH08","OUT017",3857.20506981944
"FDG35","OUT045",2790.09528660233
"FDG22","OUT049",582.829443452512
"FDC34","OUT035",2698.33160675025
"FDP15","OUT018",3581.41131328357
"FDK34","OUT010",591.109313004428
"FDU45","OUT035",1972.63818241193
"FDQ04","OUT027",1035.74367198523
"FDX22","OUT018",2974.08994262063
"FDB45","OUT017",1715.42657126117
"NCH43","OUT027",5780.06267890761
"DRE60","OUT046",3681.53117688667
"FDD17","OUT027",6220.90166211784
"NCM54","OUT017",2088.85270374474
"NCH55","OUT013",2007.15454749141
"NCT06","OUT017",2721.98402893878
"FDA48","OUT027",5914.04047581645
"FDY58","OUT027",6093.92871341198
"FDO25","OUT045",3382.78803000241
"FDN50","OUT045",1503.85046431104
"FDH35","OUT035",2823.45182111143
"FDK09","OUT045",3560.88050378765
"FDO16","OUT013",1274.22785850463
"FDW11","OUT045",996.216135817996
"FDU47","OUT027",3802.6919943093
"NCQ42","OUT010",268.13104556214
"FDK55","OUT027",2355.71726147095
"FDN08","OUT049",1971.74425896078
"FDT57","OUT045",3713.95380624518
"FDJ12","OUT018",2931.75391391009
"DRL59","OUT017",853.34833032849
"NCN53","OUT046",566.541508521071
"FDO51","OUT010",109.682744336768
"FDK56","OUT017",3184.53595368218
"FDY12","OUT035",890.828415573481
"FDU15","OUT035",617.485652476886
"FDQ19","OUT046",4056.2355147339
"DRF15","OUT045",2318.59904267552
"DRE25","OUT019",212.138733721049
"FDK57","OUT018",1642.65753704498
"FDD33","OUT010",618.487095294741
"FDR34","OUT027",6139.71634337768
"FDU04","OUT045",1827.42099769505
"FDE35","OUT019",166.225855809833
"NCD31","OUT035",2735.17340076979
"FDJ56","OUT035",1709.77566508454
"NCU53","OUT046",2696.43453100415
"FDD39","OUT035",3567.22021325459
"NCU17","OUT019",267.552133231532
"FDJ20","OUT046",2021.85197759016
"NCW41","OUT018",2175.55441812061
"FDL52","OUT035",631.507666988133
"FDS39","OUT035",2403.38233502145
"DRJ47","OUT045",2687.31400706719
"FDP13","OUT010",111.647942641515
"DRK39","OUT010",153.62123713791
"FDF28","OUT010",260.035710227683
"FDB09","OUT045",1953.47471355743
"FDM51","OUT046",1634.6553590763
"DRM49","OUT018",631.445544478873
"DRF23","OUT013",2836.33439636468
"DRH01","OUT035",2926.78863505304
"FDH12","OUT027",2838.91862641447
"FDA28","OUT019",265.577835040997
"FDW37","OUT018",1258.2809825428
"FDF02","OUT046",1694.1294206886
"DRL37","OUT046",691.520987774855
"NCF43","OUT046",2274.12075567891
"FDH08","OUT010",596.279352070086
"FDR34","OUT019",614.043395976946
"NCK19","OUT049",3271.08899397515
"NCD55","OUT018",573.866040316905
"FDT27","OUT049",3988.45218008042
"FDQ57","OUT045",2285.98809471775
"FDA47","OUT035",2794.39003811087
"DRG15","OUT027",1644.48305490027
"FDE05","OUT018",1982.07771139266
"FDN46","OUT046",1652.2107592831
"FDX27","OUT027",2430.40854676264
"FDT51","OUT045",1737.59445785671
"FDU33","OUT013",721.107066220742
"FDJ16","OUT027",1548.79728784025
"FDD20","OUT019",296.032535193398
"FDT36","OUT049",548.810607698781
"DRF15","OUT027",3972.28769720966
"FDN52","OUT010",191.501009392697
"FDC22","OUT027",5161.3536758475
"FDX15","OUT045",2511.50924963623
"FDT13","OUT013",3037.83789511862
"FDU04","OUT017",1959.53391090017
"FDU31","OUT019",619.019884784774
"FDW59","OUT027",2280.03576393643
"NCO29","OUT046",2694.48990772093
"FDL15","OUT035",2579.49057381187
"FDI41","OUT049",2376.4189739226
"FDQ48","OUT049",1645.43543193177
"DRI39","OUT013",856.343176116825
"FDI08","OUT013",4126.8858825782
"FDC21","OUT049",1853.08034910654
"FDF58","OUT035",1042.56841339884
"FDS08","OUT010",461.124225557954
"FDE47","OUT045",1929.47944201978
"NCP18","OUT019",345.136917098646
"NCR41","OUT013",1541.33704297252
"FDA27","OUT013",4035.6565603763
"FDA43","OUT035",3328.05542781428
"FDA49","OUT045",1350.77283176652
"NCE55","OUT018",2463.78199830335
"DRM49","OUT027",1228.39737007399
"FDF22","OUT027",5727.26834049261
"FDQ15","OUT018",1125.76439947953
"NCS54","OUT017",2888.78146675897
"NCY05","OUT013",578.102347465422
"FDR45","OUT046",3908.57399811271
"FDK57","OUT049",2010.14834367788
"FDF41","OUT010",545.518989112833
"FDV21","OUT046",2037.79675480091
"FDD51","OUT046",707.169208474325
"FDF33","OUT046",1909.6678178847
"FDA38","OUT046",3806.93219713932
"FDR56","OUT045",3126.57935629277
"NCN41","OUT017",2027.23694809283
"FDC60","OUT027",2353.9860164464
"FDB47","OUT045",3260.19165953315
"DRH01","OUT013",2807.4856851114
"FDW08","OUT046",1707.1243157638
"FDF38","OUT027",1049.67871430591
"FDY32","OUT017",2750.21882693652
"FDG34","OUT049",1833.98670065917
"FDG47","OUT019",743.216320534734
"NCF18","OUT035",3196.84185726376
"FDL39","OUT019",408.460852293778
"NCH55","OUT035",2103.50699763036
"DRJ35","OUT049",997.29652902522
"FDS44","OUT035",4183.22833610922
"DRE01","OUT018",3394.88179572841
"FDY39","OUT013",3023.4492797973
"FDY32","OUT018",2274.15399593933
"FDR33","OUT027",2948.43854586047
"NCP50","OUT049",1332.13155456456
"FDZ47","OUT018",1364.0474163777
"FDU57","OUT049",2572.56416437014
"FDY44","OUT013",3180.70648362966
"DRH59","OUT018",1007.32244628404
"FDB03","OUT027",6381.13602763101
"FDY46","OUT045",2899.7632000779
"FDM39","OUT045",2699.98323104494
"FDY36","OUT035",1251.27917829256
"NCM55","OUT035",3133.39131175656
"FDJ50","OUT010",127.696352107435
"DRL60","OUT013",2414.21250561566
"NCJ54","OUT049",3868.1651036674
"FDX59","OUT017",565.8190461375
"FDI07","OUT013",3251.88164147424
"DRF51","OUT010",72.6148892912683
"FDM14","OUT017",1839.63744649342
"FDP21","OUT045",2980.66386611866
"FDE40","OUT035",1045.2700725551
"FDE05","OUT035",2458.50727340006
"FDM13","OUT027",3467.15276234594
"FDC34","OUT027",4209.73625083614
"NCI55","OUT018",1663.43198882354
"NCE43","OUT018",2322.63534838297
"FDW58","OUT018",1455.80181417215
"FDG60","OUT045",3650.669743449
"FDV31","OUT017",2973.84923421317
"FDR47","OUT013",3162.82699191942
"FDM60","OUT019",97.9910648033913
"NCF06","OUT018",3599.13692247378
"NCN26","OUT027",3089.07152446987
"FDQ59","OUT049",1457.36034999953
"FDF09","OUT046",589.489836114257
"NCS06","OUT017",4434.76309775389
"FDT44","OUT046",1912.02951266879
"FDI19","OUT017",4111.59435606621
"FDT22","OUT017",990.385809826672
"NCF54","OUT027",4513.36295947691
"DRG25","OUT045",2899.6672775947
"FDB59","OUT017",3278.89711614789
"FDQ37","OUT017",3140.8090364636
"FDP56","OUT035",810.85034060905
"FDW44","OUT035",2978.82985183813
"FDJ26","OUT010",634.291759109837
"FDU43","OUT018",3381.61285859233
"FDW33","OUT045",1627.0554596577
"NCX53","OUT027",3805.63349097357
"FDN56","OUT010",413.746630996016
"DRF15","OUT049",2453.26923440641
"FDO33","OUT017",1895.49664173604
"FDZ39","OUT010",252.816667029541
"NCJ19","OUT017",912.464940459668
"FDU01","OUT035",3204.41054924319
"FDT12","OUT035",3880.02580102235
"NCM18","OUT018",840.045394816225
"FDP19","OUT017",2166.14574480215
"NCR42","OUT049",539.078933677155
"FDN10","OUT046",1909.6860182527
"FDG44","OUT017",913.120963412261
"FDQ10","OUT046",2773.95085413243
"DRH13","OUT049",1745.61015325613
"FDT52","OUT013",3914.84444890487
"FDM56","OUT045",1722.02575647042
"NCO43","OUT010",240.123467062895
"NCV29","OUT035",3028.658732411
"NCF06","OUT013",4186.83298132389
"FDO50","OUT035",1557.74877494195
"FDT59","OUT013",3753.75529511938
"FDX40","OUT027",953.58468770805
"FDE50","OUT017",3181.59982615692
"FDX51","OUT017",3352.06443997817
"NCD30","OUT018",1330.37427422473
"FDK15","OUT013",1607.57279380323
"FDL12","OUT045",953.370158945948
"FDK46","OUT017",4371.70841777978
"DRH49","OUT010",170.504610514541
"FDQ57","OUT046",2376.96182417475
"FDY59","OUT017",1543.68402422131
"FDO09","OUT018",3734.50657940776
"NCG30","OUT035",2113.74762863947
"FDM09","OUT017",2855.25809231625
"NCN17","OUT027",2690.07603838927
"NCS42","OUT013",1420.36905711578
"FDD02","OUT019",298.130024668845
"FDE34","OUT013",2935.10499089926
"FDU38","OUT045",2933.86177612679
"FDB33","OUT046",2552.74325040078
"NCJ29","OUT017",1446.15651692558
"FDZ27","OUT035",787.124947913243
"FDI40","OUT013",1571.37733061772
"FDG22","OUT013",602.444637938702
"FDT51","OUT017",1864.5574202677
"FDF20","OUT018",2778.48021918816
"FDV50","OUT035",2014.73079209512
"FDT02","OUT049",577.300407142997
"DRC49","OUT017",2411.9547991074
"FDF26","OUT049",2604.55951976167
"FDV52","OUT035",1975.21702238387
"FDX59","OUT049",587.969362421023
"FDV25","OUT035",3856.7744886373
"FDW23","OUT027",1020.15084557799
"FDE53","OUT018",1433.68486364336
"FDA19","OUT017",2181.73343664452
"FDH22","OUT046",2046.60001841265
"NCO41","OUT013",1563.64872905135
"FDX12","OUT017",4079.02083966906
"FDF17","OUT013",3092.58891052465
"FDS11","OUT045",3604.70136753371
"FDR51","OUT035",2602.81749538354
"FDT49","OUT010",285.968591299992
"FDC56","OUT013",1940.26453206525
"FDR13","OUT027",3143.77485504661
"FDQ60","OUT035",2067.58126962317
"FDN38","OUT049",4314.09345837597
"NCL29","OUT013",2555.45703805684
"FDO13","OUT027",4287.39723489049
"FDE26","OUT018",2029.33588445833
"FDA31","OUT010",454.379979084229
"FDX14","OUT035",1234.45919398368
"FDA34","OUT045",2746.8705218699
"FDF26","OUT013",2528.20873516555
"FDE38","OUT045",2642.97909446702
"DRI11","OUT046",1826.03215352398
"FDQ60","OUT027",3176.91095063307
"FDL21","OUT027",1043.59219971693
"DRC12","OUT027",5103.29082917686
"FDC47","OUT046",3718.17619693727
"FDE57","OUT045",2190.96474636314
"FDT14","OUT045",1849.15302004225
"NCZ53","OUT046",3104.11245796055
"FDE28","OUT018",3188.13630982625
"FDR19","OUT035",2499.26540793204
"NCF54","OUT019",392.911674158233
"FDZ08","OUT046",1333.21067194436
"NCJ05","OUT018",2139.77600829826
"FDF59","OUT046",2078.48539893611
"NCO05","OUT035",1709.36381695661
"FDW24","OUT018",674.946753377661
"NCX42","OUT018",2284.06567709917
"NCA53","OUT035",812.454328522201
"FDI45","OUT019",450.70411330883
"FDG46","OUT046",1846.07492660503
"FDM20","OUT010",641.939780158311
"FDW11","OUT010",150.601629329044
"FDX08","OUT035",3059.49723114037
"NCK17","OUT035",685.55121218278
"FDK32","OUT018",2139.34868882466
"NCA42","OUT035",2689.30618691409
"DRI01","OUT035",2903.40002232875
"NCL55","OUT049",4275.23377332042
"DRE25","OUT018",1293.09296428856
"FDD14","OUT017",3108.04165268953
"FDB10","OUT046",3849.155107044
"DRN11","OUT035",2465.19083420205
"FDP38","OUT018",706.924791720547
"NCA30","OUT017",3125.5865965452
"FDT15","OUT017",3136.94173865791
"NCP55","OUT018",777.475460944351
"FDF12","OUT035",2516.86990354448
"FDM21","OUT018",3565.02679877298
"FDX56","OUT035",3569.75007173062
"FDF10","OUT017",2456.43196157619
"FDT32","OUT045",3012.62318747843
"FDM51","OUT018",1417.83494757786
"NCR50","OUT018",2097.16506425488
"FDI19","OUT049",4071.33463015734
"FDX21","OUT017",1794.27324202314
"FDR31","OUT035",2518.24449524626
"FDY02","OUT013",4191.83332223352
"NCA29","OUT045",2634.94013117316
"NCX17","OUT046",3796.43374033451
"FDM12","OUT045",2998.79234607845
"FDI53","OUT027",4250.44925982345
"NCU30","OUT049",2718.49391469505
"FDC56","OUT027",3235.75372142945
"FDK27","OUT018",1698.93191860511
"NCK18","OUT017",2752.4236741227
"FDB52","OUT019",540.230422729218
"DRG25","OUT027",5016.37685425526
"FDZ13","OUT049",884.171563595994
"FDB57","OUT019",617.153187548713
"FDR40","OUT046",1309.0003124546
"NCO14","OUT019",93.9018710050687
"NCN19","OUT045",2976.64892644763
"FDQ28","OUT019",344.241661587476
"FDO13","OUT018",2205.14890601873
"FDK48","OUT013",1223.38092002655
"FDU07","OUT018",2127.62065911425
"FDW20","OUT046",1988.28468907944
"FDV12","OUT010",237.536031159638
"FDH24","OUT013",2504.79668879497
"FDV59","OUT049",3664.26717023525
"FDK57","OUT045",1863.59742334025
"FDL16","OUT027",1184.83411725376
"NCQ17","OUT046",2544.66869455204
"FDJ15","OUT018",2532.27750697881
"FDX24","OUT049",1539.78735992327
"FDT47","OUT046",1600.1183867954
"FDT10","OUT049",1011.40148521647
"FDZ37","OUT018",1245.52380499734
"FDW43","OUT027",6185.69492081293
"DRN36","OUT017",1577.87201390816
"FDJ14","OUT045",1282.05820592218
"FDA32","OUT013",3516.83760879237
"FDJ38","OUT019",567.258987271767
"FDQ57","OUT017",2444.36374981668
"NCQ41","OUT019",497.065692357151
"FDG56","OUT049",1006.50724745021
"DRC13","OUT027",3321.007100593
"FDV55","OUT035",2454.08918558353
"FDQ49","OUT045",2386.46924501833
"FDE29","OUT010",115.585100282724
"FDR03","OUT013",3353.93427679776
"FDD45","OUT049",1552.67082940531
"FDN38","OUT010",777.533543258252
"FDT56","OUT046",950.452833793249
"FDT48","OUT045",3130.62943999388
"FDU03","OUT049",3056.80914875753
"FDC56","OUT010",302.152146866768
"NCO43","OUT027",2640.01227132818
"FDQ27","OUT017",1720.04504580008
"FDR03","OUT046",3396.14727323285
"DRH23","OUT010",121.324449343688
"FDG22","OUT045",590.414293702492
"NCJ42","OUT013",1626.1101949342
"FDR24","OUT046",1467.14431692007
"FDW60","OUT035",3030.06710168386
"FDJ08","OUT013",3082.44233362984
"DRL59","OUT018",705.723841401441
"FDG60","OUT010",552.317156271738
"FDW27","OUT017",2664.04320279996
"FDX14","OUT018",1023.57189943565
"FDC20","OUT013",891.914660029992
"NCS29","OUT018",3741.3122553972
"FDJ56","OUT046",1639.74197923555
"FDB20","OUT019",188.462191141271
"FDL28","OUT027",6071.52017616432
"FDW01","OUT018",2131.4071576454
"FDL03","OUT046",3249.91299137853
"FDX22","OUT049",3548.5849334232
"FDJ21","OUT035",2470.47414680629
"FDR31","OUT045",2352.47896774668
"FDG21","OUT035",2799.15685887348
"FDS22","OUT027",1131.25151781506
"FDK08","OUT035",1716.7422084378
"FDE17","OUT018",2054.38481606987
"NCN30","OUT017",1566.73437056778
"FDT50","OUT046",1554.84292883074
"NCX42","OUT049",2705.20507181281
"FDJ12","OUT035",3584.5575799832
"NCA18","OUT027",3102.4328658294
"FDP23","OUT019",615.639932021827
"FDX12","OUT013",3920.3361437376
"FDN40","OUT018",2060.78966998629
"FDV48","OUT035",1325.35619580468
"NCY54","OUT013",2755.05194859271
"FDL16","OUT010",86.1447088449782
"FDR45","OUT018",3350.43036955952
"FDJ52","OUT046",2543.27251447994
"DRG01","OUT017",1271.47303953309
"FDP52","OUT013",3669.67378229436
"FDU58","OUT017",3165.97547039327
"FDL02","OUT045",1676.8605884974
"FDG28","OUT013",3901.48561583767
"FDA19","OUT035",2197.47858929192
"FDW46","OUT027",1770.61944556322
"NCD43","OUT049",1692.69005120915
"DRG39","OUT013",795.293093297191
"NCF55","OUT049",580.421514840824
"FDJ07","OUT046",1911.01500353633
"FDE08","OUT046",2433.0082129655
"FDP56","OUT019",118.388907238285
"FDT45","OUT045",816.173943340015
"FDF17","OUT018",2639.9980518918
"FDX44","OUT046",1420.40310892056
"FDM28","OUT027",4704.89439225571
"FDI36","OUT049",3340.46759918643
"FDS07","OUT045",1800.16738867097
"FDD36","OUT045",1812.39474008894
"FDW11","OUT046",983.985004713873
"FDN40","OUT049",2515.00962928177
"NCQ18","OUT049",1605.65851078224
"NCQ54","OUT017",2740.62957247836
"NCS42","OUT045",1405.49236261022
"DRH39","OUT010",133.117648092904
"FDC09","OUT027",2778.05616412834
"FDT08","OUT010",368.887605649486
"FDC08","OUT035",3914.69609286641
"FDT20","OUT017",618.029104292292
"FDS35","OUT035",1096.62895514497
"FDX58","OUT018",2523.15866670954
"FDW58","OUT046",1689.59224586742
"DRD27","OUT046",1545.24828211151
"FDH32","OUT019",239.802568057706
"FDS26","OUT035",4375.54507298177
"FDQ31","OUT046",1430.98248072389
"FDP11","OUT018",3111.82443661868
"FDD58","OUT017",1650.13057780123
"FDM33","OUT045",3413.99065932772
"FDZ16","OUT049",3233.5851390754
"NCS29","OUT010",724.212677781331
"NCM18","OUT019",129.471116989743
"FDP11","OUT049",3722.45982205479
"NCC42","OUT017",2362.95163928303
"DRM23","OUT046",2792.33756461159
"NCN55","OUT027",6401.68286978417
"FDK46","OUT013",4178.36715408406
"FDR01","OUT046",3340.24856619997
"NCA05","OUT045",2336.59141929245
"NCP43","OUT017",2964.43739004938
"FDR12","OUT010",433.270942530199
"FDQ01","OUT013",4266.53319820729
"FDM13","OUT046",2059.08519457626
"FDQ19","OUT017",4172.89721191435
"FDK56","OUT019",505.232921445911
"NCX06","OUT010",398.646628583671
"FDO56","OUT027",3195.3756176579
"FDU45","OUT045",1761.79303207806
"FDI16","OUT019",117.373560724041
"FDL32","OUT046",1860.67940432512
"FDA07","OUT046",2037.78850977887
"FDA14","OUT045",2219.07658167037
"FDV46","OUT027",3700.52614967973
"NCO07","OUT035",3636.35281638653
"NCP41","OUT046",1708.41191507252
"FDY60","OUT018",1984.3803431183
"FDN38","OUT017",4364.324280629
"FDO15","OUT046",1216.49634775465
"FDT60","OUT013",1945.15321628247
"FDA55","OUT035",3895.77097922792
"FDE02","OUT010",248.023444174176
"DRJ39","OUT049",3582.93351642316
"FDV34","OUT035",1268.60922079444
"FDS20","OUT027",4937.15586289229
"FDF02","OUT027",2750.01876022295
"FDW40","OUT017",2359.05977964436
"NCB43","OUT046",3000.46286337061
"FDR58","OUT017",1505.60303926324
"DRJ59","OUT035",666.857848093894
"NCD30","OUT017",1615.57743776659
"FDE14","OUT017",1662.96056804397
"FDC28","OUT018",1443.42919401624
"FDU16","OUT018",1132.09263756112
"NCD19","OUT035",931.64251914264
"FDU21","OUT046",580.990290519492
"FDV59","OUT027",5853.74304295818
"FDU03","OUT045",2885.2952492686
"FDC33","OUT010",563.181928768975
"NCR42","OUT035",580.099779406462
"DRH59","OUT035",1261.3396279646
"NCM31","OUT035",2428.80829892505
"FDS50","OUT035",3688.62743193478
"FDP39","OUT046",841.912127949391
"FDQ55","OUT013",1894.15927926957
"FDV36","OUT019",276.284214605828
"FDI05","OUT027",2024.16722230224
"FDS45","OUT027",2871.98130978668
"FDA39","OUT045",596.878062070518
"FDC37","OUT010",235.011963229177
"FDJ60","OUT027",4446.07275388352
"DRQ35","OUT046",1974.53762794309
"NCJ06","OUT046",1906.35603987403
"NCY42","OUT018",1983.81908320135
"DRM37","OUT049",3277.02072341919
"FDR14","OUT045",780.718734949861
"FDE51","OUT049",720.087187529243
"FDT33","OUT017",2819.54791896452
"FDR08","OUT013",1796.56848899041
"FDE36","OUT010",427.332751949477
"FDL22","OUT019",200.613407651394
"FDR44","OUT013",2157.21129687303
"FDI56","OUT019",225.812083925342
"FDE47","OUT010",314.708819733594
"FDV27","OUT010",229.339778872463
"FDV10","OUT049",696.044901350849
"FDC40","OUT045",1190.72573633334
"NCX41","OUT013",3396.83345123722
"NCQ38","OUT027",2778.41038358492
"FDV12","OUT027",2676.96280058421
"FDE52","OUT017",1440.78754949656
"FDG20","OUT027",4773.24360745326
"FDV16","OUT027",896.35727445921
"FDI32","OUT017",1912.11960556004
"FDJ32","OUT049",1023.69034089092
"FDN39","OUT018",2388.83298871156
"FDY34","OUT017",2823.39897932516
"FDC14","OUT035",708.684302546849
"FDA55","OUT017",3836.8223062065
"FDZ50","OUT010",408.633591884723
"DRG13","OUT049",2737.21046757663
"FDP01","OUT013",2391.50588223324
"NCG54","OUT017",2862.81567759238
"FDM13","OUT045",1988.57381088351
"NCO18","OUT027",4731.82133098648
"NCW41","OUT013",2507.17584361311
"FDM52","OUT027",3864.70568350723
"NCF55","OUT035",582.228735970765
"FDT09","OUT046",2141.11152529085
"NCM19","OUT035",1869.96366562213
"FDW12","OUT018",2060.07314940131
"FDP15","OUT019",683.731135048815
"FDK36","OUT045",740.507958517414
"FDZ25","OUT035",2987.63811142043
"NCW06","OUT049",3193.12552633728
"FDW60","OUT046",2935.26480559252
"DRC49","OUT013",2326.02594149491
"NCT17","OUT035",3249.44283506615
"NCN06","OUT018",2275.03540051166
"FDC45","OUT013",2756.14347918815
"DRJ47","OUT019",397.827325795081
"NCF06","OUT045",4046.19703483861
"FDE21","OUT010",276.921193502099
"DRG27","OUT013",626.921945628231
"FDW40","OUT049",2325.44232500896
"NCO53","OUT046",3033.16339195461
"FDE23","OUT049",749.57792781507
"FDQ16","OUT046",1693.2364022425
"FDS26","OUT045",3962.86695831332
"FDZ13","OUT010",135.155093788136
"FDS14","OUT049",2539.45769469199
"FDC10","OUT045",1873.27039799045
"FDY16","OUT049",3041.08540891788
"FDJ20","OUT035",2159.79974443307
"FDV43","OUT035",717.13504959335
"FDZ32","OUT027",2848.8795542439
"FDR23","OUT046",2878.02142425115
"FDN24","OUT035",883.545591655523
"FDE34","OUT027",4886.0927415068
"FDU31","OUT013",3587.09931539716
"FDW33","OUT018",1479.89422318702
"FDU26","OUT046",1862.11425815368
"FDE20","OUT027",4571.97241208389
"NCW05","OUT035",1797.70185633797
"FDB22","OUT018",2109.18549767694
"FDO56","OUT046",1913.22687694506
"FDA19","OUT027",3465.96528426543
"DRI39","OUT045",837.812588440869
"FDH52","OUT018",810.651285215231
"FDZ50","OUT035",3075.07372131474
"NCN42","OUT035",2460.64375701337
"FDB53","OUT013",2317.24432699249
"DRG11","OUT017",1811.79368050683
"DRK11","OUT027",3951.32608547553
"FDQ60","OUT017",2064.70809914003
"FDT36","OUT017",558.28268745106
"DRG25","OUT018",2572.17207956285
"DRJ23","OUT046",3068.63508215135
"FDG05","OUT035",2657.79072863742
"NCK06","OUT018",1658.03631285079
"FDU52","OUT017",2516.46048770342
"FDW07","OUT018",1237.19355728532
"NCM17","OUT045",696.013756568618
"FDA22","OUT045",2674.43122561396
"NCA41","OUT018",2709.92474911905
"FDF38","OUT035",715.819798493451
"FDH52","OUT046",984.018625386658
"FDY58","OUT019",571.989420425375
"FDZ16","OUT045",3021.41042936325
"NCM18","OUT017",1010.3518140938
"FDA22","OUT018",2356.58473699955
"NCJ43","OUT035",2979.73338024297
"FDI34","OUT027",6222.41683969988
"FDG56","OUT046",998.510541694597
"FDS34","OUT046",1880.94945810302
"DRC01","OUT035",857.951535181506
"FDQ04","OUT035",645.705448001954
"FDK04","OUT035",950.319934281053
"FDT51","OUT049",1848.37824575428
"FDV26","OUT017",3233.14659546973
"FDS04","OUT049",2328.99687488932
"FDW43","OUT018",3238.27751476827
"FDQ28","OUT010",332.112204033064
"NCK06","OUT017",2000.54946779323
"FDS23","OUT018",1845.3202782056
"FDZ36","OUT019",516.395229833727
"FDE56","OUT018",872.621659531693
"FDW10","OUT027",4641.98820897677
"NCN14","OUT045",2894.01167904718
"NCQ18","OUT045",1508.96559453679
"FDW08","OUT017",1783.77202398189
"FDU43","OUT035",4106.43354515167
"FDR33","OUT010",247.472977667308
"FDM24","OUT010",397.262156032318
"NCZ05","OUT046",1672.28547257397
"NCV41","OUT035",1906.41881130319
"FDV11","OUT018",2504.66780277594
"NCY05","OUT035",623.018501459347
"FDV44","OUT018",2689.69331554767
"FDW32","OUT049",1417.18945043771
"NCU18","OUT027",3777.4067126178
"NCC43","OUT035",4293.85843522582
"FDW19","OUT013",1802.10786061899
"FDN31","OUT035",3285.48208725684
"FDI48","OUT045",786.288492670913
"FDS24","OUT017",1495.89113584824
"FDF46","OUT049",1913.70394458852
"DRG23","OUT017",2530.12756397779
"FDG14","OUT018",2161.5754887304
"NCY30","OUT049",2946.07174797787
"FDO28","OUT018",1639.15075308152
"DRD24","OUT035",2406.75179660451
"FDI33","OUT049",1476.09016461691
"FDN32","OUT046",3018.06228440842
"FDR16","OUT045",3315.15727145203
"FDF26","OUT046",2565.59507887183
"NCN29","OUT018",669.764486409817
"FDE20","OUT045",2680.35494035536
"FDA46","OUT046",3130.4648369211
"FDU28","OUT045",2890.47347170292
"FDQ48","OUT045",1551.26986753389
"FDV36","OUT013",2023.67424894746
"FDR14","OUT018",702.06554841395
"FDP23","OUT017",3698.34192914321
"FDP56","OUT013",814.731511729015
"FDK48","OUT010",167.954682101819
"FDR48","OUT046",2468.50434391382
"NCY29","OUT049",948.971383700065
"FDM22","OUT018",736.766738812395
"DRJ01","OUT013",2621.89893646215
"FDZ43","OUT045",3925.76621857093
"FDV03","OUT035",2618.39508235326
"FDX11","OUT027",4873.36675318549
"NCA41","OUT027",5179.94835529534
"FDE38","OUT017",2835.40050135927
